musteri_id,yas,kullanim_suresi_ay,sozlesme_tipi,internet_hizi_mbps,ek_paket_sayisi,aylik_ucret,teknik_destek_cagrisi,fatura_gecikme_sayisi,memnuniyet_puani,musteri_no_son_hane,ayrildi_mi
11814,54,5,Yillik,16,0,190.0,1,0,6,3,0
11815,39,10,Iki Yillik,100,3,458.0,0,0,8,1,0
11816,30,22,Aylik,25,2,234.0,1,0,6,8,0
11817,18,34,Yillik,200,0,531.0,0,0,9,6,0
11818,33,18,Aylik,16,0,190.0,1,0,4,0,1
11819,39,16,Iki Yillik,100,1,400.0,1,1,8,8,0
11820,29,17,Aylik,25,0,200.0,1,0,9,5,0
11821,40,41,Yillik,16,3,296.0,1,0,9,1,0
11822,43,11,Aylik,100,0,365.0,0,1,4,0,1
11823,39,9,Aylik,100,1,377.0,2,1,8,5,1
11824,34,17,Yillik,25,2,261.0,0,0,6,6,0
11825,44,45,Iki Yillik,50,2,319.0,1,0,4,9,0
11826,48,12,Yillik,50,3,309.0,2,1,6,5,0
11827,28,17,Iki Yillik,100,1,369.0,2,1,5,6,0
11828,60,5,Aylik,25,0,212.0,1,1,9,5,0
11829,41,17,Aylik,50,1,292.0,2,1,8,7,1
11830,42,24,Aylik,50,2,378.0,0,0,5,1,0
11831,51,7,Aylik,25,0,178.0,0,1,6,8,1
11832,45,42,Yillik,100,2,437.0,0,0,6,8,0
11833,54,24,Yillik,16,1,243.0,0,0,7,8,0
11834,46,14,Yillik,16,1,297.0,1,0,9,6,0
11835,34,24,Yillik,50,3,375.0,1,0,8,8,0
11836,47,29,Yillik,50,3,333.0,0,0,7,0,0
11837,27,4,Aylik,16,2,290.0,0,0,7,2,1
11838,43,25,Aylik,25,0,253.0,0,0,4,1,1
11839,42,44,Yillik,200,0,509.0,0,0,9,0,0
11840,39,11,Aylik,25,1,262.0,2,1,6,4,1
11841,40,14,Aylik,50,2,368.0,1,0,10,0,0
11842,18,16,Aylik,50,1,316.0,1,0,7,2,1
11843,35,34,Yillik,25,2,282.0,1,1,10,5,1
11844,43,8,Aylik,200,0,496.0,0,0,8,5,1
11845,44,28,Yillik,50,4,412.0,3,0,4,2,0
11846,29,16,Yillik,25,2,294.0,3,2,6,3,1
11847,58,57,Aylik,50,3,402.0,1,0,7,6,0
11848,31,17,Yillik,50,0,247.0,1,0,5,5,0
11849,55,2,Yillik,50,2,312.0,2,0,6,1,1
11850,48,31,Yillik,100,1,394.0,1,1,4,8,1
11851,34,27,Yillik,25,3,353.0,1,1,7,5,0
11852,65,23,Aylik,25,3,336.0,0,1,7,1,0
11853,26,43,Yillik,25,0,158.0,1,0,5,6,0
11854,54,4,Aylik,16,1,209.0,4,1,10,9,1
11855,55,10,Iki Yillik,16,1,249.0,1,2,7,9,0
11856,33,20,Iki Yillik,100,1,327.0,3,1,5,3,1
11857,60,22,Yillik,50,1,207.0,3,0,4,0,1
11858,39,18,Aylik,50,3,423.0,1,1,7,9,0
11859,46,5,Aylik,50,2,343.0,2,0,7,8,1
11860,45,14,Aylik,100,1,396.0,0,2,8,9,0
11861,40,55,Aylik,50,1,242.0,1,2,7,7,0
11862,53,8,Aylik,100,1,401.0,0,0,5,4,0
11863,52,20,Aylik,25,3,332.0,3,1,10,2,0
11864,19,28,Aylik,100,0,275.0,0,2,8,3,1
11865,59,34,Iki Yillik,50,1,330.0,2,0,7,2,0
11866,20,31,Aylik,25,3,328.0,2,1,7,9,0
11867,55,13,Iki Yillik,50,1,266.0,2,0,8,7,0
11868,57,10,Iki Yillik,50,1,267.0,3,0,4,4,0
11869,28,58,Yillik,16,1,150.0,2,1,7,7,0
11870,37,36,Yillik,50,1,301.0,1,0,6,0,0
11871,28,21,Aylik,25,2,287.0,3,1,8,8,0
11872,39,48,Yillik,16,1,209.0,3,0,6,9,0
11873,38,6,Aylik,200,1,610.0,0,0,6,2,0
11874,52,2,Aylik,50,1,232.0,2,1,10,0,0
11875,59,22,Yillik,100,0,309.0,0,2,9,2,0
11876,60,23,Aylik,50,2,295.0,0,1,1,1,0
11877,35,6,Yillik,25,2,268.0,2,1,9,6,1
11878,39,35,Aylik,50,2,327.0,1,1,7,9,0
11879,20,3,Aylik,50,2,340.0,2,0,6,3,1
11880,32,26,Aylik,200,4,688.0,1,1,5,6,0
11881,55,30,Aylik,25,1,202.0,1,1,5,2,0
11882,63,22,Aylik,100,2,479.0,2,0,6,5,1
11883,26,5,Aylik,100,1,459.0,1,1,5,6,0
11884,34,43,Aylik,50,3,375.0,2,1,4,6,0
11885,42,14,Iki Yillik,200,1,539.0,1,0,5,4,0
11886,46,14,Aylik,25,3,374.0,1,1,8,5,0
11887,31,12,Yillik,200,1,514.0,2,0,7,2,0
11888,48,32,Aylik,50,1,268.0,2,1,8,3,0
11889,36,13,Iki Yillik,16,1,191.0,1,0,7,5,0
11890,42,7,Aylik,100,1,334.0,0,2,5,2,1
11891,49,38,Aylik,50,2,315.0,2,1,8,6,0
11892,42,19,Aylik,25,0,157.0,1,1,5,2,0
11893,36,39,Aylik,50,0,235.0,3,1,8,8,0
11894,41,20,Yillik,16,3,306.0,2,2,5,3,0
11895,41,11,Aylik,25,4,346.0,1,1,6,1,0
11896,37,4,Iki Yillik,100,1,362.0,1,0,6,5,0
11897,39,22,Aylik,16,1,207.0,0,1,8,8,0
11898,63,16,Aylik,25,3,351.0,0,1,7,9,0
11899,49,33,Yillik,16,0,165.0,1,1,7,9,0
11900,38,13,Aylik,25,1,261.0,1,0,10,1,1
11901,51,26,Iki Yillik,50,1,301.0,4,0,4,3,1
11902,38,20,Aylik,100,3,485.0,1,1,5,4,1
11903,57,10,Yillik,200,0,569.0,1,1,5,8,0
11904,47,13,Aylik,50,3,331.0,3,0,4,6,1
11905,41,6,Iki Yillik,25,0,171.0,1,1,6,4,0
11906,48,60,Yillik,100,2,482.0,1,0,8,5,0
11907,22,26,Aylik,100,0,321.0,2,0,6,8,1
11908,27,6,Aylik,50,1,181.0,4,2,6,3,1
11909,26,58,Aylik,50,2,318.0,0,0,4,1,0
11910,44,8,Iki Yillik,100,1,380.0,0,0,5,4,0
11911,65,12,Aylik,50,0,150.0,3,1,6,6,1
11912,71,17,Aylik,25,3,369.0,0,1,8,3,0
11913,50,20,Aylik,50,0,210.0,1,1,4,0,1
11914,49,32,Aylik,16,0,182.0,0,1,6,7,0
11915,19,3,Yillik,25,2,270.0,1,1,9,4,1
11916,35,20,Iki Yillik,25,0,150.0,1,1,6,9,0
11917,32,16,Aylik,16,0,150.0,0,1,3,1,0
11918,34,22,Iki Yillik,16,2,228.0,1,0,9,2,0
11919,40,15,Yillik,16,4,388.0,0,0,8,9,0
11920,36,14,Aylik,50,1,275.0,1,1,9,9,0
11921,18,18,Aylik,100,0,312.0,1,0,4,4,0
11922,52,56,Yillik,200,0,487.0,2,0,10,3,1
11923,28,14,Iki Yillik,25,1,274.0,0,1,6,8,0
11924,45,42,Iki Yillik,50,0,286.0,1,2,6,8,0
11925,69,22,Aylik,200,2,651.0,0,0,6,7,0
11926,30,21,Aylik,16,1,233.0,0,1,9,1,0
11927,18,23,Aylik,50,0,245.0,2,0,7,4,0
11928,38,28,Iki Yillik,100,1,332.0,2,0,8,7,0
11929,56,15,Iki Yillik,16,4,342.0,3,0,7,7,0
11930,67,40,Yillik,100,0,306.0,3,1,7,6,1
11931,26,28,Aylik,100,1,311.0,0,1,5,3,1
11932,48,7,Aylik,16,1,252.0,2,0,10,2,0
11933,36,2,Aylik,16,1,191.0,0,3,4,7,1
11934,41,55,Aylik,16,0,212.0,0,1,8,7,0
11935,75,23,Aylik,25,3,353.0,2,1,8,9,0
11936,22,6,Aylik,50,0,254.0,0,1,9,4,0
11937,45,14,Aylik,50,1,301.0,1,1,10,2,1
11938,48,36,Iki Yillik,25,2,256.0,0,0,7,4,0
11939,56,17,Yillik,100,2,485.0,0,1,8,3,0
11940,43,18,Aylik,25,1,234.0,0,0,10,7,0
11941,46,32,Aylik,16,0,181.0,3,0,7,1,1
11942,37,25,Aylik,25,3,300.0,2,0,5,7,1
11943,45,29,Yillik,50,2,292.0,0,1,6,9,0
11944,38,31,Yillik,25,2,294.0,2,1,5,5,0
11945,50,11,Yillik,25,3,330.0,0,0,8,3,0
11946,37,12,Yillik,16,3,278.0,3,1,9,2,1
11947,47,10,Aylik,100,1,325.0,1,1,7,9,0
11948,42,13,Aylik,200,3,611.0,3,0,4,4,0
11949,57,18,Aylik,25,1,274.0,4,0,9,5,0
11950,41,19,Aylik,25,2,256.0,1,0,4,0,0
11951,19,47,Yillik,50,0,223.0,1,1,4,0,0
11952,58,24,Aylik,50,1,331.0,2,1,7,9,1
11953,30,18,Aylik,25,3,283.0,2,2,7,2,0
11954,34,8,Aylik,100,1,350.0,3,0,8,1,0
11955,34,16,Iki Yillik,50,0,208.0,0,1,7,0,1
11956,60,58,Aylik,25,3,379.0,1,0,10,7,0
11957,18,57,Yillik,50,0,305.0,0,3,7,0,0
11958,75,16,Aylik,200,0,546.0,1,2,9,9,0
11959,56,4,Aylik,100,0,357.0,1,0,8,7,0
11960,45,14,Aylik,16,1,195.0,3,1,5,4,1
11961,41,48,Yillik,25,1,301.0,3,0,7,3,0
11962,46,18,Aylik,50,2,334.0,2,1,10,7,0
11963,49,32,Iki Yillik,25,1,262.0,4,0,6,7,0
11964,50,20,Aylik,50,0,231.0,1,0,6,7,0
11965,49,6,Aylik,100,1,366.0,0,2,7,2,1
11966,43,20,Iki Yillik,50,3,428.0,1,0,6,7,0
11967,39,35,Aylik,200,1,584.0,2,0,5,0,1
11968,40,13,Yillik,25,2,328.0,0,1,6,3,1
11969,39,34,Yillik,100,3,474.0,0,0,10,4,0
11970,57,21,Aylik,100,2,390.0,1,0,7,5,1
11971,50,33,Yillik,25,1,212.0,4,1,4,4,0
11972,18,25,Aylik,50,0,239.0,1,0,4,4,1
11973,51,9,Aylik,16,4,328.0,2,0,10,4,1
11974,45,16,Aylik,100,0,291.0,0,0,7,8,0
11975,42,15,Iki Yillik,50,1,322.0,1,4,8,9,0
11976,37,12,Aylik,25,2,258.0,0,1,6,9,0
11977,57,24,Yillik,50,1,285.0,2,0,8,2,0
11978,54,64,Iki Yillik,50,3,380.0,1,1,10,1,0
11979,32,40,Yillik,25,1,212.0,3,0,6,9,0
11980,47,44,Yillik,16,1,266.0,1,0,8,1,1
11981,29,11,Aylik,25,0,150.0,2,0,4,7,0
11982,24,44,Aylik,50,1,289.0,1,0,10,4,0
11983,34,53,Aylik,100,0,339.0,2,0,8,4,0
11984,53,11,Yillik,100,2,418.0,3,1,6,5,1
11985,54,27,Iki Yillik,50,1,235.0,1,3,6,8,0
11986,49,27,Iki Yillik,100,1,405.0,1,0,6,6,0
11987,51,17,Iki Yillik,25,1,259.0,2,0,6,4,0
11988,49,22,Iki Yillik,50,2,301.0,0,1,2,4,0
11989,34,28,Aylik,25,1,257.0,1,1,7,9,0
11990,48,17,Yillik,25,1,246.0,2,1,7,8,0
11991,52,39,Iki Yillik,50,1,235.0,3,1,8,8,0
11992,52,7,Aylik,16,2,231.0,0,0,6,1,1
11993,57,15,Iki Yillik,50,0,275.0,0,2,6,6,0
11994,51,32,Aylik,100,3,476.0,0,3,7,9,0
11995,47,60,Yillik,25,1,213.0,1,0,4,0,0
11996,56,40,Yillik,25,0,157.0,3,0,7,3,0
11997,42,22,Iki Yillik,100,1,357.0,0,3,3,1,1
11998,31,18,Aylik,100,1,359.0,1,0,9,9,0
11999,40,16,Yillik,25,3,293.0,1,1,8,8,1
12000,32,16,Yillik,25,2,217.0,2,1,5,5,1
